sku,name,description,price,terms,section,image_downloads
281621619-006-39,LUG SOLE LACE-UP SUEDE BOOTS,Leather ankle boots with suede finish. Lacing with six pairs of eyelets. Features back pull tab for ease. Welt around upper. Slightly chunky lug soles.,19.99,shoes,MAN,"['a238d592-8379-464e-8016-d95b1e5c7752', 'f60ca6bc-9ede-4896-9cb4-ebacab9f4600', '6334c953-f0bb-45c4-a3ba-df2260b14e25', '3d413ba2-9ae6-473e-b6cf-083726aa4bc4', '5ad68a0e-1895-48b5-86d5-814e5c2cf15d', '2b4ce0f7-ef63-4dec-a871-d71881cd9291', '546dbdf5-a8fb-4b4d-86f5-97f53dfcdc1c']"
267134635-001-39,RUBBERIZED HEEL SNEAKERS,Monochromatic sneakers. Upper in a combination of rubberized pieces. Lacing with seven pairs of eyelets. Chunky soles.,9.99,shoes,MAN,"['8bc7dfd2-19f8-41eb-a8b6-ce44fdfdad26', '6182290e-0ece-45ed-b3cb-6741a87e42b2', '7aab6fb7-db30-4c6e-bf8c-981969993fcf', '7cdc8251-6024-43b1-9a07-f207ef3b804f']"
311282514-800-39,CHUNKY SOLE ZIPPER BOOTS,Monochromatic ankle boots with side zipper. Back pull tab for ease. Rounded shape. Double welt around upper. Chunky lug soles.,89.9,shoes,MAN,"['b68cfee3-39fd-4990-b500-b4beae090dcb', '3c2ef2af-6b90-45d5-b98d-263b3633952e', '719144ff-0c13-41c5-be72-5695d7e6abb0', '94ff75df-c563-46c3-b7f5-a6986effc897']"
311282482-808-39,METALLIC RETRO SNEAKERS,Sneakers. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Chunky sole.,59.9,shoes,MAN,"['6973963e-3c85-4523-b0d4-0f21046cc0be', '68413cc2-72ef-48c7-9c3b-f11dea6d82e8', 'ca8366a9-0a05-4ff8-8f5e-1effb5b5ae7b', '31330cb5-d1a8-4d2f-909c-19f73c92b883', 'c784222f-9145-42fb-ab1b-ef1fa16024ff', '09a97fed-9611-4950-807f-3155c2a356d8']"
324195068-400-39,LEATHER SNEAKERS,"Sneakers. Made of leather with a suede finish. Lacing with six pairs of eyelets. Chunky soles and piece detail at toe.

Limited edition.",89.9,shoes,MAN,"['4a9ccdac-9455-426c-958a-f6a99e21c42a', 'a9b03925-cdea-4c79-be80-4e91294e8932', 'f6cc94f4-0a8c-42c1-93d6-967837099db3', '14e1f1dc-afa9-443c-97ac-8109d3cdcaff']"
317240904-120-39,MULTIPIECE SNEAKERS,Running shoes. Upper in a combination of pieces and finishes. Lacing with seven pairs of eyelets. Back pull tab for ease. Chunky soles with irregular design.,89.9,shoes,MAN,"['74d528b5-d8ec-48b5-9f04-be7ee7b07ea9', 'f6e93655-a60a-4503-a0de-51756b3581ea', '1f83c5e8-95f0-452c-9478-da4c37013162', '38636cb9-c9f7-4744-be42-4b905de38e73']"
319205017-800-3,XL CROSSBODY BAG LIMITED EDITION,"Extra large soft crossbody bag. Main compartment underneath flap has zip closure. Two small interior pockets, one with zip closure. Has an adjustable shoulder strap.

Height x Length x Width: 11.8 x 19.3 x 11.4 inches (30 x 49 x 29 cm)

Limited edition.",69.9,bags,MAN,"['649b0442-3628-4325-be5d-54183e3e97c9', 'b2f80b43-34e3-42de-9252-61da428ec995', 'a09816a8-990a-40a0-b9c1-f5c0cc49eb6b', '833bdf8c-e094-4171-8a79-7ecc43031118', 'dab0f960-ccbf-4115-842f-d832a35eeeed', 'fe595be4-7c3a-4cef-bb0c-4bb3f688d72e', '4dce5d64-b51f-486c-89f5-c886002c0cb0']"
311302947-800-3,NAPPA LEATHER MINI CROSSBODY BAG,"Crossbody bag. Made of leather. Main compartment with double hidden magnetic closure and flap. Interior features a flat pocket. Another flat pocket beneath flap. Adjustable shoulder strap.

Height x Length x Width: 4.9 x 7.1 x 1.2 inches (12.5 x 18 x 3 cm)",69.9,bags,MAN,"['bfb2c2e8-739e-4da9-a396-8cb5def0941a', '647c4f17-e7d0-4556-86b7-578ba8c8beb4', 'e528b05b-962f-49c8-b570-b44671955891', '6f152de3-928d-4246-9b24-675f03c6228f', '47dafb57-cfdc-4f92-93d0-2cfe1a6869b9', 'd6d91e3a-b0b0-42b0-9c2e-baeb65d1dcfc', '576236c7-ae68-4f81-9c16-eecce8a43c13']"
311297504-800-3,RIGID MINI CROSSBODY BOX BAG,"Rigid rectangular mini crossbody bag. Main compartment with zip closure and flat interior pocket. Adjustable and removable shoulder strap. 

Height x Length x Width: 4.3 x 7.1 x 2.4 inches (11 x 18 x 6 cm)",25.99,bags,MAN,"['db411b3e-63a4-42d8-a097-d0ee2916c3d4', '905b32e8-6a8c-4697-a06f-cc994ef2e69a', 'c8939a38-17d9-447c-8794-3161def9707f', '6feb027b-faaf-40c7-b10b-b8828a4a2b7f', '090b5e09-b011-45b2-886d-30d1741475b4', '6c58fe07-4d56-4fd1-923e-446bd4abddde']"
311307450-800-3,FLAP BACKPACK,"Solid color backpack with minimalist design. Main compartment with dual magnetic closure. One large interior pocket for electronic devices up to 13 inches, and another smaller zip pocket. Features one handle and two adjustable quilted shoulder straps.",69.9,bags,MAN,"['16e16f0c-59f9-46b4-9e94-10d994450d91', 'd2befeb0-099d-4ec6-93cd-e06f633532f7', '1d7dd358-7bfa-4d61-bdfb-0468497ade10', 'a8ae3b9e-9a86-43c2-84a9-8bbf8e007e3c', '8e2abb8b-de9d-43f6-83c7-91d3a79bed9a', 'ee6aeb11-30dd-4f37-97f0-1557fabb524f', 'e37556a2-deb5-4fff-a9d2-a0dc8453984e']"
311302430-800-3,TEXTURED MINI CROSSBODY BAG,"Crossbody bag. Two compartments with magnetic flap closure. Main compartment features a large open pocket and a small zip pocket. The other compartment has a zip closure. Adjustable and removable shoulder strap. Removable coin purse with magnetic closure.

Height x Length x Width: 5.1 x 7.9 x 3 inches (13 x 20 x 7.5 cm)
Coin Purse Height x Length x Width: 2.6 x 3 x 1.6 inches (6.5 x 7.5 x 4 cm)",49.9,bags,MAN,"['4c240a9f-873c-4a82-8324-c26b6ef7af59', '5e788770-2b7e-48db-b36d-19550035b507', 'fa3159f5-f363-4bdb-9edc-90f55b83439b', '10b89289-eacc-4e73-ab3c-d6631743da0e', 'a43e995b-182f-4649-934c-ed2fd756f94e', '4d6f9db1-f507-4d6a-b3d5-e1abc1056a5f']"
311307591-800-3,SOFT FLAP CROSSBODY BAG,"Crossbody bag. Soft construction. Main compartment with zip closure, rolled flap and hidden double magnet. Interior zip pocket. Back pocket with hidden magnetic closure. Adjustable shoulder strap.

Height x Length x Width: 6.7 x 9.1 x 2.8 inches (17 x 23 x 7 cm)",39.9,bags,MAN,"['95f5d914-0a7d-43b5-bc02-2f8aae09f2ac', '5a1db12e-722b-4030-ae77-97879280352a', '2d4f21d2-a38b-471c-b66b-00795a5eccc8', '5e789bb8-3ad9-49cd-81e1-5a99ecc1f332', 'ebd0b426-7112-49fe-aa9e-06ddce2336f0', 'b0e7ccea-162c-4fc0-a59c-d835574efe46', 'ffcc8851-b74d-4c73-a518-dee82f21b0bc']"
311297720-800-3,TEXTURED BACKPACK,"Monochromatic backpack. Embossed exterior. Main compartment with zip closure. One large interior pocket for electronic devices up to 13 inches, and another smaller zip pocket. Front medium size pocket with zipper closure. Breathable quilted back. Features one handle and two adjustable quilted shoulder straps.",79.9,bags,MAN,"['8607ef1b-78d6-4040-a4b5-63ba988c105d', 'e1e89823-7e8d-4222-9857-de0784fe9132', 'a11df7cc-ffe5-41dd-9685-eeef56d4f832', '9be7d8a9-e969-442f-b97e-6532431cb7dd', '3d746175-f5c6-4a70-8ca8-190050344921', '75c6c8f5-d2f1-4c84-9c3b-9b0b6351a21f', '37934b6f-8937-4441-9659-8ccd3664a66b', 'b796ab28-3d0e-4214-a423-2880565c2ed9']"
311302824-800-3,RUBBERIZED DUFFLE BAG,"Monochromatic duffle bag. Rubberized finish. Soft construction. Main compartment with zip closure. Interior small pocket with zip closure. Features two adjustable handles with a sporty closure. Tonal removable and adjustable shoulder strap.

Height x Length x Width: 11.8 x 18.5 x 12.2 inches (30 x 47 x 31 cm)",69.9,bags,MAN,"['85fcfcae-70d7-4299-8be4-45e89271c8a3', '80c34328-a92d-4323-9812-f17b572a2c26', '666d045d-ebee-40a7-9519-d692269488ab', '42642c4f-aa62-4fce-ae44-4ec6d780c14a', '30189a13-538f-4b23-b178-ee3ee7462a5a', 'aba2425e-89e7-4478-9c27-bed6eb564613', '25a5ec42-6f8c-4803-b69d-676d60fb95dc']"
323184961-800-3,NAPPA LEATHER BAG - LIMITED EDITION,"Mini crossbody bag with flap made of leather. Monochromatic. Has an adjustable shoulder strap.

Height x Length x Width: 7.1 x 4.7 x 3.1 inches (18 x 12 x 8 cm)

Limited edition.",169.0,bags,MAN,"['6b69d212-18b9-40c9-9ab0-dc9433a085f7', '2e4f531b-2d43-4061-8d4f-8ace914dd649', '18a986f5-68f7-4b3f-8c25-acd089389c93', '11517cbc-a8d2-4269-976f-890dda20f58b', '84fcf89d-a989-4534-9d14-c3082b3b4aec', 'c0493ed0-5cd1-4a6a-90ce-73f55785701d']"
311297571-800-3,RUBBERIZED BACKPACK,"Monochromatic backpack. Embossed exterior. Main compartment with zip closure. Two interior pockets, the large sized one is open and fits electronic devices up to 13 inches. The other has zip closure. Back fastener to attach bag to luggage. Medium-size front pocket with zip closure. Breathable quilted back. Features one handle and two adjustable quilted shoulder straps, and a travel label.",59.9,bags,MAN,"['4a13b924-14c3-46dc-a35e-07ccf7b5ff8c', '8e2d586a-f380-4399-9a68-ecbaad02f8b5', 'e26e7aec-2d0a-4e6f-aadf-a53ab1f923c7', '0c8ef209-113b-4807-bb5c-0519a8da7c19', '6873ee79-a4d4-41b0-9199-a56f4f50b3e4', '7e99be39-be0a-4000-bf97-2d37efbd9c5e', '7bbb3dca-7e88-4d22-9f58-52354e0f4af5']"
323184958-022-3,NAPPA LEATHER CROSSBODY BAG - LIMITED EDITION,"Mini crossbody bag with flap made of leather. Monochromatic. Has an adjustable shoulder strap.

Height x Length x Width: 7.1 x 4.7 x 3.1 inches (18 x 12 x 8 cm)

Limited edition.",159.0,bags,MAN,"['f8dc4981-1360-41ad-8c1a-339ef8db079c', 'fcdb5cbd-945b-4f62-bd12-6bbdbfeec935', 'ba29c67d-6a42-4f0c-8dfc-a60637e30f2e', 'cd05601a-6bd8-4a47-a991-169e2f7e5c68', '92a69806-dc9a-4599-9a1a-2eb222dad996', '66573858-77f0-4ef1-a9fc-9c8de1875b89', 'c800c048-714d-4893-ba13-8d7107c2850d', '43c1a00c-be72-43e8-94bf-e8681c12c9f3']"
316677677-800-3,BUCKET CROSSBODY,"Crossbody bag. Smooth exterior. Soft construction. Main compartment with drawcord closure. Interior features a flat pocket. One adjustable shoulder strap.

Height x Length x Width: 10.6 x 8.7 x 2.8 inches (27 x 22 x 7 cm)",45.9,bags,MAN,"['3562c067-83dc-47c0-af89-7f4830828015', '73f88c74-4198-4152-8f0d-a8ce8645235b', 'fd406717-ab65-420c-ac08-37ed1086085b', '612dba63-f139-4afe-800c-b03d6a5c09be', '53207e1a-8f96-432a-992e-5743b5d621ca', 'f4c29ceb-8275-4654-aa95-cb29181a0a94', '56509491-364c-4fa8-8612-7356d6856b49']"
311287263-500-3,SOFT EARBUDS CASE,"Earbuds case. Soft construction. Zip closure. Features a metal carabiner to use as an accessory to other bags.

Height x Length x Width 3.1 x 4.3 x 1.2 inches (8 x 11 x 3 cm)",12.9,bags,MAN,"['e4b7c45d-438b-472b-a949-39d39f5cdc04', '632d99ef-c899-4a95-8518-1bb3ead67392', '02c661b9-66b8-40e6-853f-0ce30e25ee39', '8c316dc2-c054-49f1-bc6d-feede239ef7c']"
312377215-800-3,CARABINER KEYCHAIN,Metal carabiner keychain with leather detail. Snap closure.,22.9,bags,MAN,"['597c7db2-2924-4f4b-b901-98639817a67d', '54d554c2-cb94-4244-aec9-1322ef35c4ce', '8997533a-d7b8-46c8-9857-6cd867ca2f02']"
312377198-800-3,LEATHER KEY LANYARD,Keychain made of leather. Metal carabiner with snap closure.,27.9,bags,MAN,"['ab7c0127-bedd-4f5c-9b51-f09143a83308', '95c0ce18-37fa-4be2-8ee5-8bb3d4ae348a', '3ea76b73-f9cb-47ac-bbd6-df0f434d2406']"
311287418-808-3,METAL KEYRING,"Asymmetric shaped metal keyring. Screw-on adjustment.

Origins special collection.",27.9,bags,MAN,"['7d53ad89-5d67-49eb-89a9-f6948cdd7044', '61e04925-d7ee-42b8-ade4-4f4247520d0f', '3febbbf5-feac-4b9f-b26e-d9b1e9bc56ec', '802cbbc4-d095-45c9-9146-6b6420aac105']"
311297445-800-3,SOFT MONOCHROME BELT BAG,"Soft belt bag. Main compartment with zip closure. Interior zip pocket. Adjustable strap with athletic closure.

Height x Length x Width: 5.5 x 9.1 x 2.4 inches (14 x 23 x 6 cm)",25.99,bags,MAN,"['da94a06b-0390-444e-a596-7098c7292bf6', '43482706-80e0-4198-afaa-1809dd3df41f', '2a9575e4-835c-4d93-90d1-463533efe06c', 'e30e2c6e-4eaa-4aaa-9c7b-85c50f207045']"
311297580-800-3,NYLON BACKPACK,"Monochromatic backpack. Main compartment with zip closure. Two interior pockets, the large sized one is open and fits electronic devices up to 13 inches. The other has zip closure. Back fastener to attach bag to luggage. Medium-size front pocket with zip closure. Breathable quilted back. Features one handle and two adjustable quilted shoulder straps, and a travel label.

Height x Length x Width: 16.9 x 11 x 5.5 inches (43 x 28 x 14 cm)",29.99,bags,MAN,"['258d92b8-1e58-4c11-ad05-e651b6e5103a', 'fbf18ee3-f6f5-4c98-95f4-dfda2f00de2e', '3944e6b8-45a9-4bb3-92a7-6b4d11aaa750', 'b3bfcaeb-95e1-46a8-8dcc-c091f6428f40', '61f1cf1d-57e4-4e72-914c-db76c45024cc', 'cab262a0-6f7c-49e0-8f15-ff9caff2d16b', '3a8a61f6-7e15-4872-abd3-075ca947b089', '7cbabbd2-92ff-4fbc-9e57-abc208e139cd', 'cf71276c-d939-43b0-aabb-b4f9b1ae9a8c']"
311282600-700-3,FORMAL TRAVEL DUFFLE BAG,"Duffle bag. Soft construction. Main compartment with zip closure and small interior pocket. Front flat open pocket. Two handles and one adjustable and removable shoulder strap.

Height x Length x Width: 12.2 x 16.9 x 7.7 inches (31 x 43 x 19.5 cm)",89.9,bags,MAN,"['49176a09-54bf-4410-8559-ea6575e83d38', 'b4a2b620-0061-423b-9a26-a513497d27e9', '426b2253-7f22-45c7-9a20-0f6a04de7758', 'fc95e4b4-516e-4c77-a57e-09d11b01e22c', '94156638-0ca6-4b49-b666-743c98a0d9ca', '936af649-c3f0-432a-9db6-c42473e99a9b', '748e605c-ff46-4544-a5e3-18a76d5b42ec']"
319166643-800-3,SOFT CROSSBODY BAG LIMITED EDITION,"Soft crossbody bag. Main compartment underneath flap has zip closure. Features one small interior pocket. Has an adjustable shoulder strap.

Height x Length x Width: 6.7 x 10.8 x 3.5 inches (17 x 27.5 x 9 cm)

Limited edition.",49.9,bags,MAN,"['563989cb-0844-4ecd-9a38-f10c843e91c8', '2836752d-8db8-4f7a-a060-1d4e0e4b8124', 'e69f0fa7-4893-4cac-b759-930161d08266', 'cdf9b81e-e28d-48c3-a154-66a0de645c25', '9d77b2a9-04f3-4655-8be5-03fe47c77024', '788446d4-5970-45f6-a752-a935d670da24']"
318015433-800-3,TEXTURED HARD SIDE SUITCASE,"Hard side carry-on suitcase. Main compartment with double zip closure and passcode. Two main interior compartments, one with zip closure and the other with adjustable straps to organize contents. Has a carrying handle and telescoping handle. Four swivel wheels.

Height x Length x Width: 21.7 x 13.8 x 8.7 inches (55 x 35 x 22 cm)",119.0,bags,MAN,"['a8212d48-b49c-480b-94e2-e01693b20893', 'dbd2eb67-1aff-48b6-8f2e-4e70a7d8e46f', 'db4b57a1-baac-4e0b-a74c-3b9a1c33ed84', 'c09ce4c7-14a5-4d72-ba16-785f1b060548', 'aabd0d19-4aee-49ff-9aa6-a514e6278aad', '94a10088-b30c-48cf-aba0-73d9486d36d4', 'cfa6aabb-ad99-468e-88b6-fe9d05324d8b']"
279020357-203-3,RUBBERIZED MULTI-POCKET BACKPACK,"Multi-pocket backpack. Rubberized finish. Upper in a combination of materials. Main compartment with zipper and two clip closures. One large interior pocket for electronic devices up to 13 inches, and three other smaller open pockets. Small front pocket and another medium size pocket, both with zipper closure. Two zipper closure pockets at sides. Handle and two adjustable and breathable shoulder straps. Breathable, quilted back to provide comfort during use.

Height x Length x Width: 17.7 x 14.2 x 6.3 inches (45 x 36 x 16 cm)",17.99,bags,MAN,"['c8b2243d-6879-4d4e-9715-9d640489fa01', '071cf999-496a-4997-b040-7f5283dc31bc', '0c270a85-5429-4726-a697-2017f6f9fe8b', 'cd95c189-3cda-4445-aa6a-bf9142948447', 'daeee256-c906-4507-8252-78fa6dba5e4b']"
321254056-800-3,FLAP POCKET BACKPACK,"Monochromatic backpack. Main compartment with zip closure. One large interior pocket for electronic devices up to 13 inches, and another smaller zip pocket. Front medium size pocket with flap and hidden double magnetic closure. Features one handle and two adjustable quilted shoulder straps.

Height x Length x Width: 17.3 x 12.6 x 6.7 inches (44 x 32 x 17 cm)",89.9,bags,MAN,"['19d3ef3d-cebf-4036-85f5-c6021d2b8762', '73da7083-4f1c-462a-93dd-0ee8e5c98304', '51fa0dac-4b37-4f22-a448-34b0319a2854', 'fcbe0acc-2526-43be-817c-140f42974395', '41706eae-7bab-4580-84ae-88c5beb13fbe', '267039f5-493f-4ec9-afcd-a57304215826', '42dcb20b-48f0-4212-bab5-3283f97b9e9a']"
311307254-800-3,SLIM LEATHER BRIEFCASE,"Monochrome briefcase. Made of leather. Smooth upper. Main compartment works for electronic devices and laptops up to 13 inches and has a zipper closure. Large open interior pocket with zipper closure. Front pocket with zip closure. Adjustable and removable shoulder strap.

Height x Length x Width: 11.8 x 15.7 x 2 inches (30 x 40 x 5 cm)",169.0,bags,MAN,"['a484c7b0-b51f-4d29-aa73-f1bf62e1c184', '0ddc58cd-250b-40e9-9785-9e8c1086f03d', '97c48393-063f-431c-9013-ff3f030302af', 'cd37f8ce-f7db-40e3-b061-409de15d7481', '139ce6e1-489d-4e39-ade4-4a582a017d7c', '5c9d0bcd-e3e3-4dc0-8e7e-1e50326c6e7c']"
316900615-800-3,XXL NAPPA LEATHER CLUTCH LIMITED EDITION,Clutch bag. Made of leather. Smooth exterior. Soft construction. Main compartment with flap and hidden double magnetic closure.,169.0,bags,MAN,"['53aaa8e3-a4b3-4da3-88ab-c2b9816c3763', 'b685f671-1082-42af-bb61-6e9c3197e4e9', '3d1b4bef-d500-432f-af15-f2fed0a9cffe', 'b34660c4-1cbe-4330-8ff2-c8a20884125a', '357e0371-9326-4fc3-bc56-6b0f7bac385b']"
319488233-800-3,NAPPA LEATHER CROSSBODY BAG,"Crossbody bag. Made of leather. Main compartment with flap, zipper, and double hidden magnet closure. Interior zip pocket. Adjustable shoulder strap.

Height x Length: 16.1 x 13.4 inches (41 x 34 cm)",169.0,bags,MAN,"['9b9ca7fe-4624-4f8c-a625-9aff45c8ec80', 'bd7a1dba-e5d6-4888-9ef1-ed4c33646251', '93925326-7f5e-46ea-aee5-e48d2cbec4da', 'a3d51ae8-ad90-4252-940f-5faa7b17dc90', '5870023e-184f-4ed1-a9d8-8f8b6c3fc5f4', '7c795ba8-089b-433f-af45-3fe84d77ed66', '63e933fc-fb4f-42fb-a9c2-ca096b712014', 'db8ec1a0-a603-4243-8949-1d5bbcda6dd5', '85796460-63e0-4d3b-ab01-34c7a06d6068']"
311307521-800-3,EMBOSSED MINI CROSSBODY BAG,"Crossbody bag. Semi-rigid exterior. Embossed rubberized finish. Main compartment with flap closure and double magnetic closure. Interior zip pocket. Has an adjustable shoulder strap. Removable coin purse with zipper.

Main bag: Height x Length x Width: 5.9 x 8.3 x 2.8 inches (15 x 21 x 7 cm)
Coin purse: Height x Length x Width: 3.9 x 3.5 x 1 inches (10 x 9 x 2.5 cm)",45.9,bags,MAN,"['bd52ef27-17ba-4f6b-b60f-7f1a6d87607c', 'b6a180ba-4e8e-4e80-90e1-cf8186a59ffc', 'e179a008-cd53-433e-8bcf-dd8db42fd6d0', 'e6bbc565-63f2-4779-a149-7b2b470df995', 'd4839585-4e77-4b63-8911-7861750a2e22', '316d208c-486c-475c-9dd5-80f252f6fa86']"
311287184-800-3,METAL CLOSURE CROSSBODY BAG,"Crossbody bag. Smooth exterior. Main compartment with zipper, flap and sporty closure. Features a flat, open interior pocket. Front open pocket. Back pocket with snap button closure. Tonal adjustable shoulder strap.

Height x Length x Width: 5.9 x 7.9 x 1.6 inches (15 x 20 x 4 cm)",39.9,bags,MAN,"['553f7db5-5fd0-4b11-9b5d-44e98d7417f4', '1aa3266a-3111-4cb5-acad-f7e3a81d8b89', 'a345318f-f283-430f-8da3-2e8a96bba50a', '7ada0bfc-3d7b-4cc7-ae71-a6fb3c044487', '37566a6d-41b4-43b1-8ab9-18f285ca84b5', '266ef10d-29e5-41cd-aad9-d2ee69f4ba84', '839f8b8a-6fe4-4393-a1fa-82bc1f4b551e']"
311302819-800-3,RUBBERIZED FLAP BACKPACK,"Pocket with zip closure. Side pocket at front with zipper closure. Handle and two adjustable and breathable shoulder straps. Breathable, quilted back to provide comfort during use. Features a piece that attaches to luggage. 

Height x Length x Width: 17.7 x 15.7 x 5.5 inches (45 x 40 x 14 cm)",49.9,bags,MAN,"['a47069a4-5e21-4ca1-b976-1bcb3293babf', '4a8128d8-0298-4f98-902b-a48ea38b58be', 'd198e894-76d7-46a2-a93e-b71f3d9de56b', '257fae01-6dcd-49e8-8856-855c26995340', '99dd96d3-202a-4139-934d-1c37466f89ab', '5236403c-5831-4be1-b256-fc5c07f9e586', '95fffd7e-6584-484e-a6b3-ec228ddc6e8c', '360756b5-023c-4894-8dd4-96364003f1b2']"
311287211-800-3,ORIGAMI TOTE BAG,"Tote bag. Rigid construction. Main compartment with hidden magnetic closure. Interior zip pocket. Two handles and adjustable and removable shoulder strap.

Height x Length x Width: 16.5 x 14.2 x 3.5 inches (42 x 36 x 9 cm)",49.9,bags,MAN,"['6bd15747-477c-49fa-b406-4e9695ec036b', '67488b1d-dad2-44b1-bab9-4d7f7e7246f8', 'cb588401-64bd-4944-8edd-038d43a95fc0', '0a09f0c7-727c-40ba-a0c9-2ac028885d6c', '4a268e08-874b-4f81-8aa1-ab4a0e29e981', '83a58539-e06c-4ab2-83eb-fe72d774b2b5', '56c26fbc-5efa-4ee6-b3d5-6f719f4e6613']"
312359256-500-3,MULTI-POCKET NYLON BACKPACK,"Multi-pocket backpack. Main compartment with zipper and two clip closures. Interior pocket for electronic devices up to 13 inches, and a smaller one with zipper closure. Two front pockets with zip closure. Two adjustable straps at sides to change the size. Features a handle and two adjustable shoulder straps. Quilted back piece to provide comfort during use.

Height x Length x Width: 16.9 x 11.8 x 4.7 inches (43 x 30 x 12 cm)",69.9,bags,MAN,"['c05aca43-e1d3-47e1-bafa-0cf87bdcf4d2', '26706eb2-36d0-4660-8802-5701fdb42e01', '2d89d3ec-3c04-44db-a21d-f3c375bcc43e', 'ee1023db-b385-4004-8ed9-d1054d2fb3b0', '12fb9f32-f410-4afa-9077-b311cada6a96', '3648973f-032c-4b81-a5fc-618ae6271302', '2039314e-df7e-4a44-a047-9852630ffe86']"
311302809-500-3,TEXTURED HARD SIDE SUITCASE,"Hard side carry-on suitcase. Main compartment with double zip closure and passcode. Two main interior compartments, one with zip closure and the other with adjustable straps to organize contents. Has a carrying handle and telescoping handle. Four swivel wheels. 

Height x Length x Width: 21.7 x 13.8 x 8.7 inches (55 x 35 x 22 cm)",119.0,bags,MAN,"['17dcc3c1-9d14-47c5-83c7-778a54d06faa', 'c2ac9d52-d4dc-4688-94e4-ce29d53832a8', 'f198f8b3-308e-4aca-8c6c-07ae451b1b60', 'c11f1eea-1838-4622-9d6d-e682030f2028', '5518be36-4c04-4bc0-bf6d-603284966756']"
311302893-800-3,MINI FLAP CROSSBODY BAG,"Crossbody bag. Embossed semi-rigid exterior. Main compartment with flap and double magnetic closure. Tonal adjustable shoulder strap.

Height x Length x Width: 5.5 x 7.9 x 2 inches (14 x 20 x 5 cm)",39.9,bags,MAN,"['c9253ca2-ada0-4237-95fc-6098a575fd00', '315c90ca-8581-4353-b109-6dacf9bfa31d', 'c9a3f816-4aed-4ba2-bc82-b23d6fd9491d', 'e7f005de-a6f6-4b05-82f0-a53f03b8aa31', 'aaefd1f7-0dc5-4eed-ac4b-7b624f1c5a6a', '9d2f5fbc-fd82-4a65-ad67-9bdcf52d9e92']"
311282666-800-3,RUBBERIZED CROSSBODY BAG,"Rubberized finish crossbody bag. Main compartment with zip closure. Small interior open pocket. Front open pocket. Tonal adjustable shoulder strap.

Height x Length x Width: 5.1 x 7.9 x 2.8 inches (13 x 20 x 7 cm)",29.9,bags,MAN,"['4e47be5b-9092-4492-b56a-69ac2b78069a', 'd53a2155-cb4c-4052-a508-4042d022bc99', '929fb6b8-fef9-4690-95fd-b7c4ac8d201c', 'a716bad5-5c55-4ca1-9f69-57e6f891e30e']"
311292329-800-3,MINI FLAP CROSSBODY BAG,"Crossbody bag. Single compartment with flap and magnetic closure. Adjustable and removable shoulder strap. Removable ear bud case with zip closure.

Height x Length x Width: 7.5 x 4.7 x 1.2 inches (19 x 12 x 3 cm)",29.9,bags,MAN,"['30b9f240-83b5-4df9-b84d-ec63db2d3e83', 'bc23559b-37a5-41ca-86a6-a33ee1c33719', 'f36baf7a-9633-443c-8c1a-751fdbee7ece', 'ece0bf7a-8225-4035-ad01-e27cbba0dd89', 'e7383fd9-973b-4388-a96d-dd34d48659b2', '0aad0c0b-9211-4f8d-b245-6d0456d8aed3']"
311292488-802-3,XL QUILTED NYLON CROSSBODY BAG,"Crossbody bag. Soft construction. Single compartment with zip closure. Medium sized interior pocket with zip closure. Adjustable shoulder strap.

Height x Length x Width: 28.3 x 18.9 x 5.1 inches (72 x 48 x 13 cm)",59.9,bags,MAN,"['61c4f951-fbac-4112-b865-44eb0651c5ff', '2bac5b9f-4694-4753-844b-857cc8fd58ff', 'b9480331-2446-448e-b1c5-d6b8032a4cfc', '8648ecae-ac5a-4e50-9fcb-65568f1a5dbf', '9f1a430a-8986-4f93-9d67-7d30f2a5fde6']"
311287269-800-3,MINI CROSSBODY BAG,"Cell phone case. Main compartment with zip closure. Interior card slots. Adjustable and removable shoulder strap.

Height x Length x Width: 4.1 x 7.1 x 1.4 inches (10.5 x 18 x 3.5 cm)",25.9,bags,MAN,"['34e1d2c9-865c-4b69-81aa-06d744e50e24', '433f87ef-a6e6-4d15-820d-f8de720c2299', '21f3087d-df71-4ee2-b7c0-04f9300a39ef', '906aff6d-259c-4703-8609-91a4e1f3b7d0', 'ac9f15ee-a93a-442a-b294-5b1c9b302563', '7cbbb6f6-d5a5-46a0-80f6-486f327ad141']"
311292326-700-3,LEATHER PHONE BAG,"Cell phone case made of leather. Main compartment with flap closure and hidden magnet. Features an open interior pocket and three card slots. Open back pocket. Features a handle that can be hidden at the back, allowing it either to be carried by the handle or as a wallet. 

Height x Length x Width: 6.7 x 3.9 x 1.2 inches (17 x 10 x 3 cm)",49.9,bags,MAN,"['5e6108a6-504d-43c3-aa57-ff909325487c', '7efb09f9-c6c0-4fe8-a172-8c56aa6305a1', 'c5a5ad18-5424-4920-b28e-6b67dbd5b6ab', '32ead811-c2ed-4660-8659-defbc8dd5c35']"
